,Ligand_Short_Hand_descrip_Tollman Cone Angle/Bite Angle,Ligand_Short_Hand_descrip_Denticity,Ligand_Short_Hand_descrip_Hybridisation,Ligand_Short_Hand_descrip_E (HOMO),Ligand_Short_Hand_descrip_E (LUMO),Ligand_Short_Hand_descrip_Steric Parameter,Ligand_Short_Hand_descrip_Proton Affinity ,Base_Short_Hand_descrip_pKa in Water,Base_Short_Hand_descrip_Organic/Inorganic,Base_Short_Hand_descrip_# of Deprotonations,Solvent_1_Short_Hand_descrip_Polarity of Co-Solvent (PCA1),Solvent_1_Short_Hand_descrip_Polarisability (PCA2),Solvent_1_Short_Hand_descrip_Hydrogen Bonding (PCA3),Solvent_1_Short_Hand_descrip_PCA4*,Reactant_1_Name_6-Bromoquinoline,Reactant_1_Name_6-Iodoquinoline,Reactant_1_Name_6-Quinolineboronic acid pinacol ester,Reactant_1_Name_6-chloroquinoline,Reactant_1_Name_6-quinoline-boronic acid hydrochloride,Reactant_1_Name_6-triflatequinoline,Reactant_1_Name_Potassium quinoline-6-trifluoroborate,"Reactant_2_Name_2a, Boronic Acid","Reactant_2_Name_2b, Boronic Ester","Reactant_2_Name_2c, Trifluoroborate","Reactant_2_Name_2d, Bromide",Product_Yield_PCT_Area_UV
702,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.566404005273951
704,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.456400175571482
705,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.16395127598179102
706,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.0160133740786695
708,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.846207648737311
709,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.9466760633649589
711,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.8884410561721281
712,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.903122427258495
714,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.925420444110879
716,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.90686354031853
717,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.216094387834433
718,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.0303077028963596
720,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.813252940387323
721,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.9260849807612109
723,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.897435135864189
724,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.882403317307475
726,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.9114390992499279
728,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.905472946483825
729,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.34003237093973804
730,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.0102296018856456
732,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.824407782264567
733,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.92897086028179
735,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.893372501650704
736,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.8809193009173061
738,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.922723911352374
740,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.906165000399185
741,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.21407979727544402
742,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.0122184090817358
744,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.7415443702005621
745,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.829883888481488
747,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.759927239896771
748,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.8527669180151151
750,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.587873369140485
752,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.523663941685067
753,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.211139704927221
754,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,1,0,0,0,0.00502307775377253
768,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.563815376680642
769,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.9660332443172329
771,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.8756986549579879
772,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.6999341541819191
774,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.914671013624199
776,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.926924265819583
777,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.523962683095524
778,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.227751187971528
780,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.668574734170733
781,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.985294270039544
783,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.9304725921219961
784,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.784358729204544
786,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.78306905317854
788,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.7807715997833979
789,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.796108269330847
790,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.0069913436702769005
792,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.6612731423038051
793,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.9648593246915711
795,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.7645551389051041
796,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.613870175474844
798,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.454580856020021
800,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.664591789670594
801,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.7226559232972779
802,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.029609017960367797
804,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.7025076771574941
805,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.876806814105779
807,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.410773449584371
808,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.44256592020046803
810,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.44114316446220597
812,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.470845518291229
813,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.7841897059422941
814,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.043225527915597806
816,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.680572566589148
817,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.96489796574186
819,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.8183732210004101
820,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.642896330104911
822,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.807287818434782
824,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.846748239353971
825,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.869195801897391
826,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.109215691582193
828,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.6843077280849831
829,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.974247377479216
831,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.920925007637893
832,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.827709335345633
834,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.908939561818585
836,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.9109973145365341
837,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.273944628344096
838,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.160373806385924
840,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.6759359985821951
841,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.9745491414053871
843,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.926953164510429
844,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.704521026988636
846,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.913685791204355
848,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.805863442755513
849,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.81210639342736
850,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,0,0,1,0,1,0,0,0,0.09062159433887419
864,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.5121976910034021
865,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.963242391228999
867,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.8935392013684149
868,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.606843891405642
870,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.938583499330187
872,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.9580146182604029
873,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.274717090885366
874,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.47214125824331704
876,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.548505815180369
877,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.872486387938509
879,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.926982495813368
880,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.437483084080667
882,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.866954853801412
884,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.876529306878723
885,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.652477154725794
886,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.0825821294321349
888,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.223722230897266
889,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.678762954701526
891,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.8383806548522721
892,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.118312935386201
894,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.529065760960835
896,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.556587667829784
897,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.5232019958873549
898,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.0436798550716311
900,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.276307724280606
901,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.656644245180106
903,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.7306847671202409
904,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.0933043179541265
906,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.5477743619396009
908,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.479034110346946
909,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.431539636009296
910,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.0576242081536026
912,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.332611153922379
913,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.845103391623804
915,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.656365072356089
916,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.269869378125437
918,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.613484918120441
920,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.8082850295715259
921,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.278327925718935
922,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.17763017290531302
924,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.537756378178781
925,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,0,0,1,0,1,0,0,0,0.858779367670267
